Property_Name,Property_Id,BreadCrumbs,Price,Location,Image_url,Description,Property_Type,Bathrooms,Bedrooms
3 BHK UNFURNISHED FLAT FOR RENT AT PANTHEERANKAVE.CALICUT,1683830691,"[{'type': 'single', 'key': 'type', 'value_name': 'Apartments', 'value': 'rent-apartments', 'key_name': 'Type', 'formatted_value': 'Apartments'}, {'type': 'single', 'key': 'rooms', 'value_name': '3', 'value': '3', 'key_name': 'Bedrooms', 'formatted_value': '3'}, {'type': 'single', 'key': 'bathrooms', 'value_name': '3', 'value': '3', 'key_name': 'Bathrooms', 'formatted_value': '3'}, {'type': 'single', 'key': 'furnished', 'value_name': 'Unfurnished', 'value': 'no', 'key_name': 'Furnishing', 'formatted_value': 'Unfurnished'}, {'type': 'single', 'key': 'listed_by', 'value_name': 'Dealer', 'value': 'broker', 'key_name': 'Listed by', 'formatted_value': 'Dealer'}, {'type': 'single', 'key': 'ft', 'value_name': '000', 'value': '000', 'key_name': 'Super Builtup area (ft²)', 'formatted_value': '000'}, {'type': 'single', 'key': 'carpetarea', 'value_name': '000', 'value': '000', 'key_name': 'Carpet Area (ft²)', 'formatted_value': '000'}, {'type': 'single', 'key': 'carparking', 'value_name': '1', 'value': '1', 'key_name': 'Car Parking', 'formatted_value': '1'}, {'type': 'single', 'key': 'projects', 'value_name': 'FLAT', 'value': 'FLAT', 'key_name': 'Project Name', 'formatted_value': 'FLAT'}]","{'INR': '₹ 20,000'}","Mankavu, Kozhikode, Kerala",https://apollo-singapore.akamaized.net:443/v1/files/uug0vzx19dw02-IN/image,"THOMAS ASSOCIATES REALTORS CALICUT   RESIDENTIAL FLAT FOR RENT  3 BHK   UNFURNISHED  LOCATION : POKKUNNU  Amenities :-   Parking   swimming pool   Gym   Party hall   Badminton court   this picture may differ from original, this is used for advertising purpose only  RERA REGISTERED COMPANY RERA NO -  K - RERA/AG/0018/2021  For more details contact : . 63/897,Our college building, ground floor, mavoor road, calicut - 673001 . .  thomas_associates_ realtors Realestate Buyingandselling Rental Realestatesale #resorts #flatsforsale hotelsandresorts Residential_land malls agricultural_land Industrial_land Realestate_consultancy Property_managment Construction_services Renovation_services #vasthu_consultancy property_legal_advisory_and_a_lot_more",Apartments,3,3
"2BHK UNFURNISHED FLAT FOR RENT AT MATHARA,CALICUT",1683828858,"[{'type': 'single', 'key': 'type', 'value_name': 'Apartments', 'value': 'rent-apartments', 'key_name': 'Type', 'formatted_value': 'Apartments'}, {'type': 'single', 'key': 'rooms', 'value_name': '2', 'value': '2', 'key_name': 'Bedrooms', 'formatted_value': '2'}, {'type': 'single', 'key': 'bathrooms', 'value_name': '2', 'value': '2', 'key_name': 'Bathrooms', 'formatted_value': '2'}, {'type': 'single', 'key': 'furnished', 'value_name': 'Unfurnished', 'value': 'no', 'key_name': 'Furnishing', 'formatted_value': 'Unfurnished'}, {'type': 'single', 'key': 'listed_by', 'value_name': 'Dealer', 'value': 'broker', 'key_name': 'Listed by', 'formatted_value': 'Dealer'}, {'type': 'single', 'key': 'ft', 'value_name': '000', 'value': '000', 'key_name': 'Super Builtup area (ft²)', 'formatted_value': '000'}, {'type': 'single', 'key': 'carpetarea', 'value_name': '000', 'value': '000', 'key_name': 'Carpet Area (ft²)', 'formatted_value': '000'}, {'type': 'single', 'key': 'carparking', 'value_name': '1', 'value': '1', 'key_name': 'Car Parking', 'formatted_value': '1'}, {'type': 'single', 'key': 'projects', 'value_name': 'FLAT', 'value': 'FLAT', 'key_name': 'Project Name', 'formatted_value': 'FLAT'}]","{'INR': '₹ 15,000'}","Thondayad, Kozhikode, Kerala",https://apollo-singapore.akamaized.net:443/v1/files/t082fy853vu31-IN/image,"THOMAS ASSOCIATES REALTORS CALICUT  RESIDENTIAL FLAT FOR RENT   2BHK  UNFURNISHED  RENT : 15000  Amenities :-   Parking   swimming pool   Gym   Party hall   Badminton court   this picture may differ from original, this is used for advertising purpose only  RERA REGISTERED COMPANY RERA NO -  K - RERA/AG/0018/2021  For more details contact : . 63/897,Our college building, ground floor, mavoor road, calicut - 673001 . .  thomas_associates_ realtors Realestate Buyingandselling Rental Realestatesale #resorts #flatsforsale hotelsandresorts Residential_land malls agricultural_land Industrial_land Realestate_consultancy Property_managment Construction_services Renovation_services #vasthu_consultancy property_legal_advisory_and_a_lot_more",Apartments,2,2
"2BHK RESIDENTIAL FLAT FOR RENT AT PANTHEERANKAVE,CALICUT",1683827764,"[{'type': 'single', 'key': 'type', 'value_name': 'Apartments', 'value': 'rent-apartments', 'key_name': 'Type', 'formatted_value': 'Apartments'}, {'type': 'single', 'key': 'rooms', 'value_name': '2', 'value': '2', 'key_name': 'Bedrooms', 'formatted_value': '2'}, {'type': 'single', 'key': 'bathrooms', 'value_name': '2', 'value': '2', 'key_name': 'Bathrooms', 'formatted_value': '2'}, {'type': 'single', 'key': 'furnished', 'value_name': 'Furnished', 'value': 'yes', 'key_name': 'Furnishing', 'formatted_value': 'Furnished'}, {'type': 'single', 'key': 'listed_by', 'value_name': 'Dealer', 'value': 'broker', 'key_name': 'Listed by', 'formatted_value': 'Dealer'}, {'type': 'single', 'key': 'ft', 'value_name': '000', 'value': '000', 'key_name': 'Super Builtup area (ft²)', 'formatted_value': '000'}, {'type': 'single', 'key': 'carpetarea', 'value_name': '000', 'value': '000', 'key_name': 'Carpet Area (ft²)', 'formatted_value': '000'}, {'type': 'single', 'key': 'carparking', 'value_name': '1', 'value': '1', 'key_name': 'Car Parking', 'formatted_value': '1'}, {'type': 'single', 'key': 'projects', 'value_name': 'FLAT', 'value': 'FLAT', 'key_name': 'Project Name', 'formatted_value': 'FLAT'}]","{'INR': '₹ 25,000'}","Thondayad, Kozhikode, Kerala",https://apollo-singapore.akamaized.net:443/v1/files/8moh586qci2g1-IN/image,"THOMAS ASSOCIATES REALTORS CALICUT  RESIDENTIAL FLAT FOR RENT  2BHK   FURNISHED  RENT : 25000   Amenities :-   Parking   swimming pool   Gym   Party hall   Badminton court      this picture may differ from original, this is used for advertising purpose only  RERA REGISTERED COMPANY RERA NO -  K - RERA/AG/0018/2021  For more details contact : . 63/897,Our college building, ground floor, mavoor road, calicut - 673001 . .  thomas_associates_ realtors Realestate Buyingandselling Rental Realestatesale #resorts #flatsforsale hotelsandresorts Residential_land malls agricultural_land Industrial_land Realestate_consultancy Property_managment Construction_services Renovation_services #vasthu_consultancy property_legal_advisory_and_a_lot_more",Apartments,2,2
2 bhk fully furnished flat near karaparamb,1683826026,"[{'type': 'single', 'key': 'type', 'value_name': 'Apartments', 'value': 'rent-apartments', 'key_name': 'Type', 'formatted_value': 'Apartments'}, {'type': 'single', 'key': 'rooms', 'value_name': '2', 'value': '2', 'key_name': 'Bedrooms', 'formatted_value': '2'}, {'type': 'single', 'key': 'bathrooms', 'value_name': '2', 'value': '2', 'key_name': 'Bathrooms', 'formatted_value': '2'}, {'type': 'single', 'key': 'furnished', 'value_name': 'Furnished', 'value': 'yes', 'key_name': 'Furnishing', 'formatted_value': 'Furnished'}, {'type': 'single', 'key': 'listed_by', 'value_name': 'Dealer', 'value': 'broker', 'key_name': 'Listed by', 'formatted_value': 'Dealer'}, {'type': 'single', 'key': 'ft', 'value_name': '1250', 'value': '1250', 'key_name': 'Super Builtup area (ft²)', 'formatted_value': '1250'}, {'type': 'single', 'key': 'carpetarea', 'value_name': '1200', 'value': '1200', 'key_name': 'Carpet Area (ft²)', 'formatted_value': '1200'}, {'type': 'single', 'key': 'bachelors', 'value_name': 'No', 'value': 'no', 'key_name': 'Bachelors Allowed', 'formatted_value': 'No'}, {'type': 'single', 'key': 'maintenance', 'value_name': '2500', 'value': '2500', 'key_name': 'Maintenance (Monthly)', 'formatted_value': '2500'}, {'type': 'single', 'key': 'totalfloors', 'value_name': '15', 'value': '15', 'key_name': 'Total Floors', 'formatted_value': '15'}, {'type': 'single', 'key': 'carparking', 'value_name': '2', 'value': '2', 'key_name': 'Car Parking', 'formatted_value': '2'}, {'type': 'single', 'key': 'floorno', 'value_name': '8', 'value': '8', 'key_name': 'Floor No', 'formatted_value': '8'}, {'type': 'single', 'key': 'facing', 'value_name': 'North-East', 'value': 'northeast', 'key_name': 'Facing', 'formatted_value': 'North-East'}, {'type': 'single', 'key': 'projects', 'value_name': 'Call 9946,488,551', 'value': 'Call 9946,488,551', 'key_name': 'Project Name', 'formatted_value': 'Call 9946,488,551'}]","{'INR': '₹ 20,500'}","Karaparamba, Kozhikode, Kerala",https://apollo-singapore.akamaized.net:443/v1/files/8t4yod70grjo-IN/image,2 bhk fully furnished flat near karaparamb,Apartments,2,2
4bhk house family/ bachlors/ iringadan palli . Calicut.,1683825155,"[{'type': 'single', 'key': 'type', 'value_name': 'Houses & Villas', 'value': 'houses', 'key_name': 'Type', 'formatted_value': 'Houses & Villas'}, {'type': 'single', 'key': 'rooms', 'value_name': '4', 'value': '4', 'key_name': 'Bedrooms', 'formatted_value': '4'}, {'type': 'single', 'key': 'bathrooms', 'value_name': '3', 'value': '3', 'key_name': 'Bathrooms', 'formatted_value': '3'}, {'type': 'single', 'key': 'furnished', 'value_name': 'Unfurnished', 'value': 'no', 'key_name': 'Furnishing', 'formatted_value': 'Unfurnished'}, {'type': 'single', 'key': 'listed_by', 'value_name': 'Dealer', 'value': 'broker', 'key_name': 'Listed by', 'formatted_value': 'Dealer'}, {'type': 'single', 'key': 'ft', 'value_name': '1900', 'value': '1900', 'key_name': 'Super Builtup area (ft²)', 'formatted_value': '1900'}, {'type': 'single', 'key': 'carpetarea', 'value_name': '1900', 'value': '1900', 'key_name': 'Carpet Area (ft²)', 'formatted_value': '1900'}, {'type': 'single', 'key': 'bachelors', 'value_name': 'Yes', 'value': 'yes', 'key_name': 'Bachelors Allowed', 'formatted_value': 'Yes'}, {'type': 'single', 'key': 'totalfloors', 'value_name': '2', 'value': '2', 'key_name': 'Total Floors', 'formatted_value': '2'}, {'type': 'single', 'key': 'carparking', 'value_name': '3+', 'value': '4', 'key_name': 'Car Parking', 'formatted_value': '3+'}, {'type': 'single', 'key': 'facing', 'value_name': 'West', 'value': 'west', 'key_name': 'Facing', 'formatted_value': 'West'}, {'type': 'single', 'key': 'projects', 'value_name': 'Jithu', 'value': 'Jithu', 'key_name': 'Project Name', 'formatted_value': 'Jithu'}]","{'INR': '₹ 19,000'}","Kovoor, Kozhikode, Kerala",https://apollo-singapore.akamaized.net:443/v1/files/wb97lfxkpexz2-IN/image,4bhk house iringadanpalli..,Houses & Villas,3,4
കാലി ഫ്ലാറ്റ് എന്നും നിങ്ങളുടെ കീശ സംരക്ഷിക്കും,1671366597,"[{'type': 'single', 'key': 'type', 'value_name': 'Apartments', 'value': 'rent-apartments', 'key_name': 'Type', 'formatted_value': 'Apartments'}, {'type': 'single', 'key': 'rooms', 'value_name': '2', 'value': '2', 'key_name': 'Bedrooms', 'formatted_value': '2'}, {'type': 'single', 'key': 'bathrooms', 'value_name': '2', 'value': '2', 'key_name': 'Bathrooms', 'formatted_value': '2'}, {'type': 'single', 'key': 'furnished', 'value_name': 'Semi-Furnished', 'value': 'semi', 'key_name': 'Furnishing', 'formatted_value': 'Semi-Furnished'}, {'type': 'single', 'key': 'listed_by', 'value_name': 'Dealer', 'value': 'broker', 'key_name': 'Listed by', 'formatted_value': 'Dealer'}, {'type': 'single', 'key': 'ft', 'value_name': '1430', 'value': '1430', 'key_name': 'Super Builtup area (ft²)', 'formatted_value': '1430'}, {'type': 'single', 'key': 'carpetarea', 'value_name': '1200', 'value': '1200', 'key_name': 'Carpet Area (ft²)', 'formatted_value': '1200'}, {'type': 'single', 'key': 'bachelors', 'value_name': 'No', 'value': 'no', 'key_name': 'Bachelors Allowed', 'formatted_value': 'No'}, {'type': 'single', 'key': 'maintenance', 'value_name': '2800', 'value': '2800', 'key_name': 'Maintenance (Monthly)', 'formatted_value': '2800'}, {'type': 'single', 'key': 'totalfloors', 'value_name': '22', 'value': '22', 'key_name': 'Total Floors', 'formatted_value': '22'}, {'type': 'single', 'key': 'carparking', 'value_name': '1', 'value': '1', 'key_name': 'Car Parking', 'formatted_value': '1'}, {'type': 'single', 'key': 'floorno', 'value_name': '12', 'value': '12', 'key_name': 'Floor No', 'formatted_value': '12'}, {'type': 'single', 'key': 'facing', 'value_name': 'North-East', 'value': 'northeast', 'key_name': 'Facing', 'formatted_value': 'North-East'}, {'type': 'single', 'key': 'projects', 'value_name': 'All type of flat for rent', 'value': 'All type of flat for rent', 'key_name': 'Project Name', 'formatted_value': 'All type of flat for rent'}]","{'INR': '₹ 19,000'}","Thondayad, Kozhikode, Kerala",https://apollo-singapore.akamaized.net:443/v1/files/hgl9oreslkld2-IN/image,കോഴിക്കോട് നഗരത്തിൽ ഫുൾ ഫർണിച്ചർ ഓടുകൂടി ഒരു ഫ്ലാറ്റ് വാടക എടുക്കാം എന്ന് പറയുന്നത് കീശ കാലി അന്ന് കാര്യമാണ് ചേട്ടാ.  അതുകൊണ്ട് സെമി ആയിട്ടുള്ള ഒരു ഫ്ലാറ്റ് വാടകയ്ക്ക് എടുക്കു,Apartments,2,2
ഇഷ്ടമുള്ള ബാൽക്കണി view തെരഞ്ഞെടുക്കാം,1671368309,"[{'type': 'single', 'key': 'type', 'value_name': 'Apartments', 'value': 'rent-apartments', 'key_name': 'Type', 'formatted_value': 'Apartments'}, {'type': 'single', 'key': 'rooms', 'value_name': '2', 'value': '2', 'key_name': 'Bedrooms', 'formatted_value': '2'}, {'type': 'single', 'key': 'bathrooms', 'value_name': '2', 'value': '2', 'key_name': 'Bathrooms', 'formatted_value': '2'}, {'type': 'single', 'key': 'furnished', 'value_name': 'Furnished', 'value': 'yes', 'key_name': 'Furnishing', 'formatted_value': 'Furnished'}, {'type': 'single', 'key': 'listed_by', 'value_name': 'Dealer', 'value': 'broker', 'key_name': 'Listed by', 'formatted_value': 'Dealer'}, {'type': 'single', 'key': 'ft', 'value_name': '1350', 'value': '1350', 'key_name': 'Super Builtup area (ft²)', 'formatted_value': '1350'}, {'type': 'single', 'key': 'carpetarea', 'value_name': '1020', 'value': '1020', 'key_name': 'Carpet Area (ft²)', 'formatted_value': '1020'}, {'type': 'single', 'key': 'bachelors', 'value_name': 'No', 'value': 'no', 'key_name': 'Bachelors Allowed', 'formatted_value': 'No'}, {'type': 'single', 'key': 'maintenance', 'value_name': '2500', 'value': '2500', 'key_name': 'Maintenance (Monthly)', 'formatted_value': '2500'}, {'type': 'single', 'key': 'totalfloors', 'value_name': '22', 'value': '22', 'key_name': 'Total Floors', 'formatted_value': '22'}, {'type': 'single', 'key': 'carparking', 'value_name': '2', 'value': '2', 'key_name': 'Car Parking', 'formatted_value': '2'}, {'type': 'single', 'key': 'floorno', 'value_name': '15', 'value': '15', 'key_name': 'Floor No', 'formatted_value': '15'}, {'type': 'single', 'key': 'facing', 'value_name': 'North-East', 'value': 'northeast', 'key_name': 'Facing', 'formatted_value': 'North-East'}, {'type': 'single', 'key': 'projects', 'value_name': 'All type Of flat', 'value': 'All type Of flat', 'key_name': 'Project Name', 'formatted_value': 'All type Of flat'}]","{'INR': '₹ 20,000'}","Thondayad, Kozhikode, Kerala",https://apollo-singapore.akamaized.net:443/v1/files/snkisxzli7ag2-IN/image,ഒരു ഫ്ലാറ്റ് നമ്മൾ വാടകയ്ക്കെടുക്കുന്ന എന്തിനാ നല്ലൊരു ബാൽക്കണി ഉള്ളിലേക്ക് താഴേക്ക് നോക്കി ഇങ്ങനെ ഇരിക്കാൻ അല്ലേ അല്ലാതെ പിന്നെ എന്തിനാ,Apartments,2,2
മികച്ച വീടുകൾ കുഞ്ഞു വാടക,1671368522,"[{'type': 'single', 'key': 'type', 'value_name': 'Houses & Villas', 'value': 'houses', 'key_name': 'Type', 'formatted_value': 'Houses & Villas'}, {'type': 'single', 'key': 'rooms', 'value_name': '3', 'value': '3', 'key_name': 'Bedrooms', 'formatted_value': '3'}, {'type': 'single', 'key': 'bathrooms', 'value_name': '3', 'value': '3', 'key_name': 'Bathrooms', 'formatted_value': '3'}, {'type': 'single', 'key': 'furnished', 'value_name': 'Semi-Furnished', 'value': 'semi', 'key_name': 'Furnishing', 'formatted_value': 'Semi-Furnished'}, {'type': 'single', 'key': 'listed_by', 'value_name': 'Dealer', 'value': 'broker', 'key_name': 'Listed by', 'formatted_value': 'Dealer'}, {'type': 'single', 'key': 'ft', 'value_name': '1850', 'value': '1850', 'key_name': 'Super Builtup area (ft²)', 'formatted_value': '1850'}, {'type': 'single', 'key': 'carpetarea', 'value_name': '1710', 'value': '1710', 'key_name': 'Carpet Area (ft²)', 'formatted_value': '1710'}, {'type': 'single', 'key': 'bachelors', 'value_name': 'No', 'value': 'no', 'key_name': 'Bachelors Allowed', 'formatted_value': 'No'}, {'type': 'single', 'key': 'carparking', 'value_name': '2', 'value': '2', 'key_name': 'Car Parking', 'formatted_value': '2'}, {'type': 'single', 'key': 'facing', 'value_name': 'North-East', 'value': 'northeast', 'key_name': 'Facing', 'formatted_value': 'North-East'}, {'type': 'single', 'key': 'projects', 'value_name': 'All type of house for rent', 'value': 'All type of house for rent', 'key_name': 'Project Name', 'formatted_value': 'All type of house for rent'}]","{'INR': '₹ 20,000'}","Thondayad, Kozhikode, Kerala",https://apollo-singapore.akamaized.net:443/v1/files/isfgku2ho24i-IN/image,കോഴിക്കോട് നഗരത്തിൽ നിങ്ങൾക്ക് താമസിക്കുന്നതിന് വേണ്ടിയുള്ള മികച്ച വീടുകളുടെ ശ്രേണി,Houses & Villas,3,3
താമസം പുത്തൻവീട്ടിൽ തന്നെ ആവട്ടെ,1671368707,"[{'type': 'single', 'key': 'type', 'value_name': 'Houses & Villas', 'value': 'houses', 'key_name': 'Type', 'formatted_value': 'Houses & Villas'}, {'type': 'single', 'key': 'rooms', 'value_name': '3', 'value': '3', 'key_name': 'Bedrooms', 'formatted_value': '3'}, {'type': 'single', 'key': 'bathrooms', 'value_name': '3', 'value': '3', 'key_name': 'Bathrooms', 'formatted_value': '3'}, {'type': 'single', 'key': 'furnished', 'value_name': 'Semi-Furnished', 'value': 'semi', 'key_name': 'Furnishing', 'formatted_value': 'Semi-Furnished'}, {'type': 'single', 'key': 'listed_by', 'value_name': 'Dealer', 'value': 'broker', 'key_name': 'Listed by', 'formatted_value': 'Dealer'}, {'type': 'single', 'key': 'ft', 'value_name': '1820', 'value': '1820', 'key_name': 'Super Builtup area (ft²)', 'formatted_value': '1820'}, {'type': 'single', 'key': 'carpetarea', 'value_name': '1503', 'value': '1503', 'key_name': 'Carpet Area (ft²)', 'formatted_value': '1503'}, {'type': 'single', 'key': 'bachelors', 'value_name': 'No', 'value': 'no', 'key_name': 'Bachelors Allowed', 'formatted_value': 'No'}, {'type': 'single', 'key': 'carparking', 'value_name': '2', 'value': '2', 'key_name': 'Car Parking', 'formatted_value': '2'}, {'type': 'single', 'key': 'facing', 'value_name': 'North-East', 'value': 'northeast', 'key_name': 'Facing', 'formatted_value': 'North-East'}, {'type': 'single', 'key': 'projects', 'value_name': 'All type of house for rent', 'value': 'All type of house for rent', 'key_name': 'Project Name', 'formatted_value': 'All type of house for rent'}]","{'INR': '₹ 22,000'}","Thondayad, Kozhikode, Kerala",https://apollo-singapore.akamaized.net:443/v1/files/uyh0q8vxli34-IN/image,അടയ്ക്ക നമ്മൾ ഒരു വീട് നോക്കുമ്പോൾ നമ്മൾ അനുഭവിക്കുന്ന പ്രധാന പ്രശ്നം ആണ് പഴയ വീടുകൾ ആണ് കിട്ടുന്നത് എന്നുള്ളത് പക്ഷേ കോഴിക്കോട് നഗരത്തിലുള്ള പുത്തൻ വാടകവീടുകൾ നോക്കാം,Houses & Villas,3,3
ഫർണിച്ചർ ഉണ്ടെങ്കിൽ അത് എത്തിച്ചാൽ പോരെ ചേട്ടാ,1671368892,"[{'type': 'single', 'key': 'type', 'value_name': 'Apartments', 'value': 'rent-apartments', 'key_name': 'Type', 'formatted_value': 'Apartments'}, {'type': 'single', 'key': 'rooms', 'value_name': '2', 'value': '2', 'key_name': 'Bedrooms', 'formatted_value': '2'}, {'type': 'single', 'key': 'bathrooms', 'value_name': '2', 'value': '2', 'key_name': 'Bathrooms', 'formatted_value': '2'}, {'type': 'single', 'key': 'furnished', 'value_name': 'Semi-Furnished', 'value': 'semi', 'key_name': 'Furnishing', 'formatted_value': 'Semi-Furnished'}, {'type': 'single', 'key': 'listed_by', 'value_name': 'Dealer', 'value': 'broker', 'key_name': 'Listed by', 'formatted_value': 'Dealer'}, {'type': 'single', 'key': 'ft', 'value_name': '1380', 'value': '1380', 'key_name': 'Super Builtup area (ft²)', 'formatted_value': '1380'}, {'type': 'single', 'key': 'carpetarea', 'value_name': '1120', 'value': '1120', 'key_name': 'Carpet Area (ft²)', 'formatted_value': '1120'}, {'type': 'single', 'key': 'bachelors', 'value_name': 'No', 'value': 'no', 'key_name': 'Bachelors Allowed', 'formatted_value': 'No'}, {'type': 'single', 'key': 'maintenance', 'value_name': '2500', 'value': '2500', 'key_name': 'Maintenance (Monthly)', 'formatted_value': '2500'}, {'type': 'single', 'key': 'totalfloors', 'value_name': '18', 'value': '18', 'key_name': 'Total Floors', 'formatted_value': '18'}, {'type': 'single', 'key': 'carparking', 'value_name': '2', 'value': '2', 'key_name': 'Car Parking', 'formatted_value': '2'}, {'type': 'single', 'key': 'floorno', 'value_name': '12', 'value': '12', 'key_name': 'Floor No', 'formatted_value': '12'}, {'type': 'single', 'key': 'facing', 'value_name': 'North-East', 'value': 'northeast', 'key_name': 'Facing', 'formatted_value': 'North-East'}, {'type': 'single', 'key': 'projects', 'value_name': 'All type of rental flat', 'value': 'All type of rental flat', 'key_name': 'Project Name', 'formatted_value': 'All type of rental flat'}]","{'INR': '₹ 19,000'}","Thondayad, Kozhikode, Kerala",https://apollo-singapore.akamaized.net:443/v1/files/o10lspvwuy8j-IN/image,ചുമ്മാ എന്തിനാ ചേട്ടാ ഫർണിച്ചർ കയ്യിലുണ്ടെങ്കിൽ ഇങ്ങനെ അധിക വാടക കൊടുക്കാൻ നിൽക്കുന്നെ? സെമി ഫർണിച്ചർ ഉള്ള ഫ്ലാറ്റ് എടുത്തിട്ട് ഫർണിച്ചർ നിങ്ങൾ ചെയ്യുകയാണെങ്കിൽ നിങ്ങൾക്ക് വലിയ ലാഭം തന്നെ മാസ് വാടകയിൽ ഉണ്ടാവും അത് വർഷാവർഷം നോക്കുമ്പോൾ വലിയൊരു ലാഭം നിങ്ങൾക്ക് ഉണ്ടാവും എന്നതിൽ ഒരു സംശയവുമില്ല,Apartments,2,2
ചില്ലറ പൈസ അധികം കൊടുത്താൽ നിങ്ങൾ രാജാവായി,1671369612,"[{'type': 'single', 'key': 'type', 'value_name': 'Apartments', 'value': 'rent-apartments', 'key_name': 'Type', 'formatted_value': 'Apartments'}, {'type': 'single', 'key': 'rooms', 'value_name': '2', 'value': '2', 'key_name': 'Bedrooms', 'formatted_value': '2'}, {'type': 'single', 'key': 'bathrooms', 'value_name': '2', 'value': '2', 'key_name': 'Bathrooms', 'formatted_value': '2'}, {'type': 'single', 'key': 'furnished', 'value_name': 'Furnished', 'value': 'yes', 'key_name': 'Furnishing', 'formatted_value': 'Furnished'}, {'type': 'single', 'key': 'listed_by', 'value_name': 'Dealer', 'value': 'broker', 'key_name': 'Listed by', 'formatted_value': 'Dealer'}, {'type': 'single', 'key': 'ft', 'value_name': '1400', 'value': '1400', 'key_name': 'Super Builtup area (ft²)', 'formatted_value': '1400'}, {'type': 'single', 'key': 'carpetarea', 'value_name': '1120', 'value': '1120', 'key_name': 'Carpet Area (ft²)', 'formatted_value': '1120'}, {'type': 'single', 'key': 'bachelors', 'value_name': 'No', 'value': 'no', 'key_name': 'Bachelors Allowed', 'formatted_value': 'No'}, {'type': 'single', 'key': 'maintenance', 'value_name': '3000', 'value': '3000', 'key_name': 'Maintenance (Monthly)', 'formatted_value': '3000'}, {'type': 'single', 'key': 'totalfloors', 'value_name': '22', 'value': '22', 'key_name': 'Total Floors', 'formatted_value': '22'}, {'type': 'single', 'key': 'carparking', 'value_name': '2', 'value': '2', 'key_name': 'Car Parking', 'formatted_value': '2'}, {'type': 'single', 'key': 'floorno', 'value_name': '18', 'value': '18', 'key_name': 'Floor No', 'formatted_value': '18'}, {'type': 'single', 'key': 'facing', 'value_name': 'North-East', 'value': 'northeast', 'key_name': 'Facing', 'formatted_value': 'North-East'}, {'type': 'single', 'key': 'projects', 'value_name': 'All type rental option', 'value': 'All type rental option', 'key_name': 'Project Name', 'formatted_value': 'All type rental option'}]","{'INR': '₹ 28,000'}","Thondayad, Kozhikode, Kerala",https://apollo-singapore.akamaized.net:443/v1/files/tovfeoqoq6k03-IN/image,അതെ സത്യമാണ് നിങ്ങൾ പറഞ്ഞത്. എന്തായാലും വാടക കൊടുക്കുന്നുണ്ട് അതിന്റെ മേലെ ഒരു 2000- 3000 അധികം കൊടുക്കുകയാണെങ്കിൽ നല്ല അടിപൊളി ഫ്ലാറ്റിൽ തന്നെ നിന്നോട് ചേട്ടാ,Apartments,2,2
